"unitid","school_name","address","state","A01"
443058,"Family of Faith Christian University","30 Kinville, Shawnee, Oklahoma","Oklahoma",0
443076,"Hood Theological Seminary","1810 Lutheran Synod Drive, Salisbury, North Carolina","North Carolina",7289066
443100,NA,NA,NA,NA
443128,NA,NA,NA,0
443207,"NTMA Training Centers of Southern California","12131 Telegraph Road, Santa Fe Springs, California","California",NA
443322,"Valley Grande Institute for Academic Studies","345 S. Texas Blvd., Weslaco, Texas","Texas",NA
443340,"Williamson Christian College","274 Mallory Station Rd., Franklin, Tennessee","Tennessee",0
443562,NA,NA,NA,0
443702,"Bexley Hall Seabury Western Theological Seminary Federation, Inc.","1407 East 60th Street, Chicago, Illinois","Illinois",23439327
443748,"Altierus Career College-Norcross","1750 Beaver Ruin Rd-Ste 500, Norcross, Georgia","Georgia",0
444103,"Byzantine Catholic Seminary of Saints Cyril and Methodius","3605 Perrysville Avenue, Pittsburgh, Pennsylvania","Pennsylvania",7316284
444130,"Northcentral University","9388 Lightwave Avenue, San Diego, California","California",0
444398,"Baptist University of the Americas","2418 W. Ansley Blvd., San Antonio, Texas","Texas",3510276
444413,"Beis Medrash Heichal Dovid","211 Beach Seventeenth Street, Far Rockaway, New York","New York",0
444510,"CES College","401 S. Glenoaks Blvd. Suite 206, Burbank, California","California",NA
444592,NA,NA,NA,NA
444778,"Charlotte Christian College and Theological Seminary","7520 East Independence Blvd, Suite 100, Charlotte, North Carolina","North Carolina",0
445054,"Toyota Technological Institute at Chicago","6045 S. Kenwood Avenue, Chicago, Illinois","Illinois",254134213
445203,"Remington College-North Houston Campus","11310 Greens Crossing Blvd, Ste 300, Houston, Texas","Texas",0
445249,"Remington College-Nashville Campus","441 Donelson Pk Ste 150, Nashville, Tennessee","Tennessee",0
445461,"Altierus Career College-Bissonnet","9700 Bissonnet St-Ste 1400, Houston, Texas","Texas",0
445708,"Johnson & Wales University-Charlotte","Academic Center, 801 West Trade Street, Charlotte, North Carolina","North Carolina",6756339
445735,"Roseman University of Health Sciences","11 Sunset Way, Henderson, Nevada","Nevada",8203257
445869,"Divine Mercy University","45154 Underwood Lane, Sterling, Virginia","Virginia",153900
446048,"Ave Maria University","5050 Ave Maria Blvd, Ave Maria, Florida","Florida",3385677
446163,"Community Christian College","1174 Nevada Street, Suite 200, Redlands, California","California",0
446233,"Ecclesia College","9653 Nations Dr, Springdale, Arkansas","Arkansas",13704
446242,"Employment Solutions-College for Technical Education","1165 Centre Parkway Suite #120, Lexington, Kentucky","Kentucky",NA
446394,NA,NA,NA,448774
446455,NA,NA,NA,NA
446604,"Uta Mesivta of Kiryas Joel","48 Bakertown Rd Suite 501, Monroe, New York","New York",0
446640,"Harrisburg University of Science and Technology","326 Market Street, Harrisburg, Pennsylvania","Pennsylvania",0
446677,NA,NA,NA,0
447953,"SUM Bible College and Theological Seminary","1101 Investment Blvd. #200, El Dorado Hills, California","California",121700
448691,"International Institute for Restorative Practices","531 Main Street, Bethlehem, Pennsylvania","Pennsylvania",0
448752,NA,NA,NA,0
448761,NA,NA,NA,0
449348,"Huntsville Bible College","906 Oakwood Ave, Huntsville, Alabama","Alabama",128575
449481,"Dragon Rises College of Oriental Medicine","1000 NE 16th Ave., Building F, Gainesville, Florida","Florida",70021
449506,"SABER College","3990 W Flagler St., Ste 103, Miami, Florida","Florida",1515421
449658,"Bais Medrash Toras Chesed","901 Monmouth Ave, Lakewood, New Jersey","New Jersey",0
449764,"Visible Music College","200 Madison Ave, Memphis, Tennessee","Tennessee",18413
449834,"Virginia Beach Theological Seminary","2221 Centerville Turnpike, Virginia Beach, Virginia","Virginia",757436
449870,"University of the West","1409 Walnut Grove Ave, Rosemead, California","California",14284752
449922,"Appalachian College of Pharmacy","1060 Dragon Road, Oakwood, Virginia","Virginia",12486079
449931,NA,NA,NA,0
450304,"Brite Divinity School","2800 S. University Dr., Fort Worth, Texas","Texas",95517246
450401,"Clary Sage College","3131 South Sheridan, Tulsa, Oklahoma","Oklahoma",NA
451033,NA,NA,NA,NA
451079,"Academy for Five Element Acupuncture","305 SE 2nd Ave, Gainesville, Florida","Florida",0
451370,"Yeshivas Be'er Yitzchok","1391 North Ave, Elizabeth, New Jersey","New Jersey",0
451398,"Yeshiva Toras Chaim","999 Ridge Ave, Lakewood, New Jersey","New Jersey",0
451404,"Talmudical Seminary of Bobov","5120 New Utrecht Ave, Brooklyn, New York","New York",0
451857,"Remington College-Houston Southeast Campus","2051 West Main Street, League City, Texas","Texas",0
451866,"Remington College-Shreveport Campus","2106 Bert Kouns Industrial Loop, Shreveport, Louisiana","Louisiana",0
451927,"Patrick Henry College","10 Patrick Henry Circle, Purcellville, Virginia","Virginia",0
452540,"Community Technology Learning Center of Portage","243 S Prospect Street, Ravenna, Ohio","Ohio",NA
454184,"The King's College","56 Broadway, New York, New York","New York",585799
454838,"Institute of Taoist Education and Acupuncture","317 W South Boulder Rd, Suite 5, Louisville, Colorado","Colorado",0
455099,"Urshan Graduate School of Theology","155 Urshan Way, Wentzville, Missouri","Missouri",499739
455220,"Career School of NY","350 St. Marks Pl, Staten Island, New York","New York",NA
455257,"Yeshiva of Machzikai Hadas","1301 47th Street, Brooklyn, New York","New York",0
455406,"Pacific Northwest University of Health Sciences","200 University Parkway, Yakima, Washington","Washington",251991
455770,"Providence Christian College","464 E Walnut St, Pasadena, California","California",154902
455804,"Institute of World Politics","1521 16th St NW, Washington, District of Columbia","District of Columbia",2778550
455813,"Pontifical John Paul II Institute for Studies on Marriage and Family","620 Michigan Ave NE - McGivney Hall, Washington, District of Columbia","District of Columbia",0
455992,"Vermont College of Fine Arts","36 College St, Montpelier, Vermont","Vermont",0
456481,"Polytechnic University of Puerto Rico-Miami","8180 N.W. 36 St., Suite 401, Miami, Florida","Florida",NA
456490,"Polytechnic University of Puerto Rico-Orlando","550 N Econlockhatchee Tr, Orlando, Florida","Florida",NA
456542,"Geisinger Commonwealth School of Medicine","525 Pine St, Scranton, Pennsylvania","Pennsylvania",40065869
457086,"Homestead Schools","23800 Hawthorne Blvd. Ste 200, Torrance, California","California",3030445
457174,NA,NA,NA,NA
457226,"Horizon University","7700 Indian Lake Road, Indianapolis, Indiana","Indiana",0
457271,"Academy for Jewish Religion California","1LMU Drive, STE 3400, Los Angeles, California","California",29442
457350,"Florida School of Traditional Midwifery","810 E University Ave, Gainesville, Florida","Florida",NA
457402,"University of Fort Lauderdale","4131 NW 16th St, Lauderhill, Florida","Florida",291523
457484,"Pacific Rim Christian University","2223 Hoonee Pl., Honolulu, Hawaii","Hawaii",0
457697,"City Vision University","1100 E 11th Street, Kansas City, Missouri","Missouri",0
457794,"EDP School","1601 Voorhies Ave 2nd Floor, Brooklyn, New York","New York",NA
457925,"Portland Actors Conservatory","128 NW 11th Ave., Portland, Oregon","Oregon",NA
458113,"Ascent College","14525 John Marshall Hwy., Gainesville, Virginia","Virginia",24200
458140,"Northwest School of Wooden Boat Building","42 N Water St, Port Hadlock, Washington","Washington",0
459417,"Compass College of Film and Media","41 Sheldon Ave. SE, Grand Rapids, Michigan","Michigan",0
459727,"Touro University Worldwide","10601 Calle Lee  #179, Los Alamitos, California","California",NA
459736,"Touro University California","1310 Club Drive, Vallejo, California","California",NA
459824,"Touro University Nevada","874 American Pacific Drive, Henderson, Nevada","Nevada",NA
459842,"Herzing University-Kenosha","5800 7th Avenue, Kenosha, Wisconsin","Wisconsin",0
459851,"Herzing University-Brookfield","15895 W Bluemound Rd, Brookfield, Wisconsin","Wisconsin",0
460376,"Fairfax University of America","4401 Village Drive, Fairfax, Virginia","Virginia",2134213
460385,"Geisinger-Lewistown Hospital School of Nursing","400 Highland Avenue, Lewistown, Pennsylvania","Pennsylvania",NA
460783,NA,NA,NA,0
460899,NA,NA,NA,0
461032,"Carolina College of Biblical Studies","817 South McPherson Church Road, Fayetteville, North Carolina","North Carolina",588378
461120,"Omega Graduate School","500 Oxford Drive, Dayton, Tennessee","Tennessee",234048
461139,"Jung Tao School of Classical Chinese Medicine","207 Dale Adams Road, Sugar Grove, North Carolina","North Carolina",0
461485,"Shepherds Theological Seminary","6051 Tryon Road, Cary, North Carolina","North Carolina",0
461528,"Manna University","5117 Cliffdale Road, Fayetteville, North Carolina","North Carolina",29459
461643,"Bergin University of Canine Studies","10201 Old Redwood Hwy, Penngrove, California","California",46263
461759,"Simmons College of Kentucky","1018 South 7th Street, Louisville, Kentucky","Kentucky",3014
461795,"North American University","11929 West Airport Blvd., Stafford, Texas","Texas",0
461847,"Keser Torah-Mayan Hatalmud","218 Joe Parker Road, Lakewood, New Jersey","New Jersey",0
462044,"Institute for Doctoral Studies in the Visual Arts","795 Congress Street, Portland, Maine","Maine",994264
462354,"John Paul the Great Catholic University","155 W. Grand Ave, Escondido, California","California",31063
465812,NA,NA,NA,0
468769,"CET-Soledad","930 Los Coches Drive, Suite 103, Soledad, California","California",NA
469629,"Oklahoma Technical College","4444 South Sheridan, Tulsa, Oklahoma","Oklahoma",0
474863,"Los Angeles Pacific University","300 N Lone Hill Avenue, #200, San Dimas, California","California",0
474890,NA,NA,NA,0
474906,NA,NA,NA,0
475033,"Relay Graduate School of Education","25 Broadway, 3rd Fl, New York, New York","New York",0
475200,"Whitworth University-Adult Degree Programs","300 W Hawthorne Rd, Spokane, Washington","Washington",NA
475273,"Springfield College-Regional, Online, and Continuing Education","Springfield College - Regional, Online, and Continuing Education, Springfield, Massachusetts","Massachusetts",NA
475398,"Catholic Distance University","300 S. George Street, Charles Town, West Virginia","West Virginia",589382
475422,"Finger Lakes Health College of Nursing & Health Sciences","196 North Street, Geneva, New York","New York",NA
475477,"City College-Hollywood","6565 Taft Street, Hollywood, Florida","Florida",NA
475608,"Criswell College","4010 Gaston Avenue, Dallas, Texas","Texas",23437082
475705,"Annenberg School of Nursing","19300 Sherman Way, Reseda, California","California",NA
476601,"Bais HaMedrash and Mesivta of Baltimore","6823 Old Pimlico Road, Baltimore, Maryland","Maryland",0
476692,"Yeshiva Gedolah Zichron Leyma","2035 Vauxhall Road, Union, New Jersey","New Jersey",0
476717,"Be'er Yaakov Talmudic Seminary","12 Truman Avenue, Spring Valley, New York","New York",0
477950,NA,NA,NA,0
478634,NA,NA,NA,0
480189,NA,NA,NA,NA
480499,NA,NA,NA,0
480569,"Florida Institute of Technology-Online","150 West University Blvd, Melbourne, Florida","Florida",NA
480727,"School of Missionary Aviation Technology","84 E. Sprague Rd., Ionia, Michigan","Michigan",NA
480985,"Midwives College of Utah","1174 East Graystone Way, Suite #20F, Salt Lake City, Utah","Utah",206641
481030,"Future Generations University","400 Road Less Traveled Rd, Franklin, West Virginia","West Virginia",11685862
481058,"Grace Mission University","1645 West Valencia Drive, Fullerton, California","California",0
481137,"Shepherds College","1805 15th Avenue, Union Grove, Wisconsin","Wisconsin",NA
481155,"Helms College","3145 Washington Road, Augusta, Georgia","Georgia",NA
481225,"Mid-South Christian College","3097 Knight Road, Memphis, Tennessee","Tennessee",187379
481401,"Grace School of Theology","3705 College Park Dr Ste 140, Conroe, Texas","Texas",0
481410,"Yeshiva Gedolah Kesser Torah","50 Cedar Lane, Monsey, New York","New York",0
481438,"Yeshiva Yesodei Hatorah","2 Yesodei Court, Lakewood, New Jersey","New Jersey",0
482185,"Academy of Interactive Entertainment","305 Harrison St Ste 405, Seattle, Washington","Washington",NA
482228,"Veritas Baptist College","208 Walnut Street, Suite 115, Lawrenceburg, Indiana","Indiana",0
483018,"Antioch College","1 Morgan Pl, Yellow Springs, Ohio","Ohio",43256490
483586,NA,NA,NA,0
483595,"Ana G. Mendez University","5575 South Semoran Blvd. Suite #502, Orlando, Florida","Florida",0
483647,"Ohio Institute of Allied Health","6245 Old Troy Pike, Huber Heights, Ohio","Ohio",NA
483823,"Philadelphia Technician Training","7446 D Ogontz Avenue, Philadelphia, Pennsylvania","Pennsylvania",NA
483975,"Alabama College of Osteopathic Medicine","445 Health Sciences Boulevard, Dothan, Alabama","Alabama",31096187
484871,"Rabbinical College Ohr Yisroel","8800 Seaview Ave, Brooklyn, New York","New York",0
485263,NA,NA,NA,0
485360,"The Vocational Nursing Institute Inc","11201 Steeple Park Drive, Houston, Texas","Texas",NA
485403,"High Tech High Graduate School of Education","2861 Womble Road, San Diego, California","California",0
485698,"American College of the Building Arts","649 Meeting Street, Charleston, South Carolina","South Carolina",684397
485856,"Studio Incamminati","1901 S. 9th Street, Bok 7th Floor, Philadelphia, Pennsylvania","Pennsylvania",NA
485999,"Bet Medrash Gadol Ateret Torah","1750 East Fourth Street, Brooklyn, New York","New York",0
486017,"Yeshiva Ohr Yisrael","2899 Nostrand Avenue, Brooklyn, New York","New York",250691
486026,"Yeshiva Sholom Shachna","401 Elmwood Avenue, Brooklyn, New York","New York",0
486053,"Bethlehem College & Seminary","720 13th Avenue South, Minneapolis, Minnesota","Minnesota",386927
486080,"Elmezzi Graduate School of Molecular Medicine","350 Community Drive, Manhasset, New York","New York",1.7e+07
486196,"Beth Medrash Meor Yitzchok","85 Dykstras Way East, Monsey, New York","New York",0
486257,"Valor Christian College","4595 Gender Road, Canal Winchester, Ohio","Ohio",0
486284,"Bethany Global University","6820 Auto Club Road, Bloomington, Minnesota","Minnesota",1839393
486433,"Presidio Graduate School","649 Mission Street, Suite 500, San Francisco, California","California",0
486460,"Wright Graduate University for the Realization of Human Potential","N7698 County Highway H, Elkhorn, Wisconsin","Wisconsin",0
486488,"California Jazz Conservatory","2087 Addison Street, Berkeley, California","California",0
486594,NA,NA,NA,0
486901,"Milligan University","1 Blowers Blvd., Milligan, Tennessee","Tennessee",44987868
487092,"Emory University-Oxford College","801 Emory Street, Oxford, Georgia","Georgia",NA
487311,"Jones Technical Institute","8813 Western Way, Jacksonville, Florida","Florida",30530828
487524,"Husson University","1 College Circle, Bangor, Maine","Maine",20829397
487603,"Northwest University-Center for Online and Extended Education","5520 108th Ave NE, Kirkland, Washington","Washington",NA
487649,"California Institute of Advanced Management","1000 S. Fremont Ave. Mailbox #45, Bldg A10, 4th Floor, Suite 10402, Alhambra, California","California",0
487658,"Academy of Interactive Entertainment","537 Cajundome Boulevard #211, Lafayette, Louisiana","Louisiana",0
487746,"Yeshiva Zichron Aryeh","1213 Bay 25th Street, Far Rockaway, New York","New York",5032618
487816,"Midfield Institute of Cosmetology","26 B Phillips Drive, Midfield, Alabama","Alabama",NA
487889,"Regional Center for Border Health","950 E. Main St Building A, Somerton, Arizona","Arizona",NA
487968,"CAAN Academy of Nursing","4747 Lincoln Mall Dr. - Suite 420, Matteson, Illinois","Illinois",NA
488004,"Central Yeshiva Beth Joseph","1502 Avenue N, Brooklyn, New York","New York",0
488101,NA,NA,NA,0
488305,"Elim Bible Institute and College","7245 College Street, Lima, New York","New York",0
488314,"Beth Medrash of Asbury Park","1500 Vermont Avenue, Lakewood, New Jersey","New Jersey",0
488350,"Yeshiva Gedolah Shaarei Shmuel","511 Ocean Avenue, Lakewood, New Jersey","New Jersey",0
488387,"Claremont Lincoln University","150 West First Street, Claremont, California","California",25885768
488527,"Arkansas Colleges of Health Education","7000 Chad Colley Blvd., Fort Smith, Arkansas","Arkansas",0
488590,"Christian Culinary Academy","289 N Spruce St, Cannon Beach, Oregon","Oregon",NA
488679,"Indiana Wesleyan University-National & Global","1900 West 50th Street, Marion, Indiana","Indiana",NA
488785,"University of Saint Katherine","277 Rancheros Drive, Suite 200, San Marcos, California","California",98
488846,"University of the People","595 E Colorado Blvd Suite 623, Pasadena, California","California",0
488907,"Wongu University of Oriental Medicine","8620 South Eastern Avenue, Las Vegas, Nevada","Nevada",0
489335,"Institute of Buddhist Studies","2140 Durant Avenue, Berkeley, California","California",4183739
489937,"Carolina University","420 S. Broad St., Winston-Salem, North Carolina","North Carolina",2303965
490045,"Presbyterian Theological Seminary in America","15605 Carmenita Road, Santa Fe Springs, California","California",307506
490081,"America Evangelical University","1204 W 163rd St, Gardena, California","California",0
490106,"Virginia University of Integrative Medicine","1980 Gallows Road, Vienna, Virginia","Virginia",0
490203,"Bolivar Technical College","1135 North Oakland Avenue, Bolivar, Missouri","Missouri",NA
490230,"Reformed University","1724 Atkinson Road, Lawrenceville, Georgia","Georgia",82405
490276,"Yeshiva Shaar Ephraim","178 Maple Avenue, Monsey, New York","New York",0
490319,"Yeshiva Bais Aharon","905 Park Avenue, Lakewood, New Jersey","New Jersey",0
490328,"Mechon L'hoyroa","168 Maple Avenue, Monsey, New York","New York",0
490346,"Elyon College","1400 West 6th Street, Brooklyn, New York","New York",0
490373,"Western Michigan University Homer Stryker M.D. School of Medicine","300 Portage Street, Kalamazoo, Michigan","Michigan",15795977
490489,"Metro Detroit Barber College","7443 W. McNichols, Detroit, Michigan","Michigan",NA
490498,"Digital Media Institute","2031 Kings Highway, Shreveport, Louisiana","Louisiana",0
490504,"Yeshiva Ohr Naftoli","701 Blooming Grove Turnpike, New Windsor, New York","New York",0
490513,"Bais Medrash Mayan Hatorah","101 Milton Street, Lakewood, New Jersey","New Jersey",0
490753,"Maine Media College","70 Camden Street, Rockport, Maine","Maine",465658
491057,"Yeshiva Kollel Tifereth Elizer","1227 47th Street, Brooklyn, New York","New York",0
491446,"Bnos Zion Of Bobov Seminary","5000 14th Avenue, Brooklyn, New York","New York",0
491525,"Union Bible College","434 S. Union Street, Westfield, Indiana","Indiana",38611
491589,"Mystros Barber Academy","1434 Ste. B Cypress Creek Parkway, Houston, Texas","Texas",NA
491613,"Yeshiva Gedolah Tiferes Boruch","21 Rockview Avenue, North Plainfield, New Jersey","New Jersey",0
491622,"Yeshiva Chemdas Hatorah","950 Massachusetts Avenue, Lakewood, New Jersey","New Jersey",0
491631,"Women's Institute of Torah Seminary and College","6602 Park Heights Avenue, Baltimore, Maryland","Maryland",0
491640,"Yeshiva Gedolah Keren Hatorah","1083 Brook Road, Lakewood, New Jersey","New Jersey",0
491659,"ICOHS College","1770 4th Avenue, San Diego, California","California",NA
491710,"Yeshiva Gedolah of Cliffwood","200 Center Street, Keyport, New Jersey","New Jersey",0
491765,"Yeshivas Emek Hatorah","395 Kent Road, Howell, New Jersey","New Jersey",0
491817,"Seminary Bnos Chaim","222 South Clover Street, Lakewood, New Jersey","New Jersey",0
491914,"Yeshiva Gedola Tiferes Yerachmiel","911 Somerset Avenue, Lakewood, New Jersey","New Jersey",0
492069,"Champion Christian College","600 Garland Avenue, Hot Springs, Arkansas","Arkansas",0
492087,"The Continents States University","4625 Lindell Blvd Suite 200, St. Louis, Missouri","Missouri",50000
492102,NA,NA,NA,6161319
492209,"Reiss-Davis Graduate School","3200 Motor Ave., Los Angeles, California","California",NA
492801,"Drury University-College of Continuing Professional Studies","900 North Benton Avenue, Springfield, Missouri","Missouri",NA
493585,"Health and Technology Training Institute","100 South Broad Street, Land Title Building Suite 900, Philadelphia, Pennsylvania","Pennsylvania",NA
493594,"Yeshiva of Ocean","7120 Highway 52, Greenfield Park, New York","New York",0
493600,"Congregation Talmidei Mesivta Tiferes Shmiel Aleksander","1535 63rd Street, Brooklyn, New York","New York",0
493619,"Young Americans College of the Performing Arts","1112 Olympic Drive, Corona, California","California",NA
493646,"Ohel Margulia Seminary","22 Ashel Lane, Monsey, New York","New York",0
493664,"Yeshivat Hechal Shemuel","1719 Avenue P, Brooklyn, New York","New York",0
493707,"Yeshiva Gedolah of Woodlake Village","199 Joe Parker Road, Lakewood, New Jersey","New Jersey",1709711
493716,"Yeshiva Gedola Tiferes Yaakov Yitzchok","65 Cross Street, Lakewood, New Jersey","New Jersey",0
493770,"Vski Cosmetology School","2070 Sam Rittenberg Boulevard, Charleston, South Carolina","South Carolina",NA
493798,"New York Seminary","911 McDonald Avenue, Brooklyn, New York","New York",0
493822,"College Unbound","325 Public Street, Providence, Rhode Island","Rhode Island",0
494463,"Derech Hachaim Seminary","5 Israel Zupnik Drive, Monroe, New York","New York",NA
494551,"Glasgow Caledonian New York College","64 Wooster Street, New York, New York","New York",0
494630,"Christ Mission College","10822 FM 1560 North, San Antonio, Texas","Texas",154737
494685,"Urshan College","155 Urshan Way, Wentzville, Missouri","Missouri",87850
494737,"Yeshiva Yesoda Hatorah Vetz Chaim",", Brooklyn, New York","New York",0
