"UNITID","d1_id","school_name","address","state","total_assets","gifts","capital_grants_gifts","research_spent","discounts_to_tuiton"
110662,92,"University of California-Los Angeles","405 Hilgard Ave, Los Angeles, California","California",NA,378856000,28385000,956812020,246760403
182281,93,"University of Nevada-Las Vegas","4505 S Maryland Pky, Las Vegas, Nevada","Nevada",431300000,23828000,37076000,47387000,71552000
230764,94,"University of Utah","201 Presidents Circle, ROOM 201, Salt Lake City, Utah","Utah",2057009000,158773000,56754000,358807000,86024000
230728,95,"Utah State University","Old Main Hill, Logan, Utah","Utah",169569093,19165660,7168369,179473736,85743959
228796,96,"The University of Texas at El Paso","500 W. University Ave, El Paso, Texas","Texas",186584124,6007017,3965557,80015356,50704220
229027,97,"The University of Texas at San Antonio","One UTSA Circle, San Antonio, Texas","Texas",205243096,6676378,523586,66910414,91975489
234076,98,"University of Virginia-Main Campus","1827 University Avenue, Charlottesville, Virginia","Virginia",621307370,169248521,37383461,438691141,120641356
233921,99,"Virginia Polytechnic Institute and State University","210 Burruss Hall, 800 Drillfield Dr., Blacksburg, Virginia","Virginia",298077018,71531459,85088015,382100238,113598300
236948,100,"University of Washington-Seattle Campus","1400 NE Campus Parkway, Seattle, Washington","Washington",1486001796,166721022,142573499,886609224,154854273
236939,101,"Washington State University","French Administration Building, Pullman, Washington","Washington",235803464,35493876,1565894,220425859,139941085
238032,102,"West Virginia University","PO Box 6201, Morgantown, West Virginia","West Virginia",278945424,62831699,26746403,131179960,80628813
157951,103,"Western Kentucky University","1906 College Heights Blvd, Bowling Green, Kentucky","Kentucky",100172001,0,0,8951849,66661486
172699,104,"Western Michigan University","1903 W Michigan Ave, Kalamazoo, Michigan","Michigan",289210560,32088448,1337977,20337778,60835085
240444,105,"University of Wisconsin-Madison","500 Lincoln Dr, Madison, Wisconsin","Wisconsin",1256704518,322109967,41259370,1053098516,95764140
240727,106,"University of Wyoming","Corner of Ninth and Ivinson, Laramie, Wyoming","Wyoming",373656575,33853216,0,86294466,35819903
